7.366531544,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7.119186408,5.537602002,6.744727495,5,5,5,5,5,5,5,5,5,5.075720714,5,6.920818754,5,5,5,5,5,5,5,5,5,5,5,5,5.619788758,5,6.494850022,6.013228266,6.568636236,6.050609993,6.148741651,6.091514981,6.13076828,5,5,5,5.508638306,5.886056648,5,5.568636236,5,5,5,7.15490196,5.455931956,6.744727495,5,6.15490196,5.958607315,6.698970004,5,5.008773924,7.886056648,8.853871964,9.292429824,6.795880017,9.27572413,5,5,5.677780705,5.337242168,6.677780705,6.920818754,6.27572413,6.420216403,6.040958608,5.259637311,5.420216403,5,5.795880017,5.602059991,5.920818754,5,5,5,5,5,5,7.036212173,6.337242168,5.283996656,5.283996656,8.677780705,8.408935393,7.200659451,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7.050609993,5,5,5,5,5,5,5,5,5,5,5,6.26760624,7.107905397,7.366531544,7.080921908,6.301029996,6.698970004,5.744727495,5,5,5,6.744727495,5,5,5.853871964,5.721246399,5.408935393,6.455931956,5,6.638272164,6.657577319,6.958607315,6.119186408,5,5,6.259637311,5,5,5,5,5,5,5.508638306,5,5.602059991,5,5,5,5,5.823908741,5,5,5,5,5,5.366531544,6,5,5,5,5,5.958607315,6.207608311,5,5,5,5,5,5.721246399,5.853871964,5,5,5,5,5,5,5,5,5,5.721246399,5,6.853871964,5,5,5,5,5,5,5,5,5,5,5.920818754,5,5,5,6.229147988,5,5,5,5,7,5,5,5.468521083,6.397940009,5,5,5,6.420216403,7.022276395,5,5,5.26760624,5,5,5,5,6.060480747,5,5.823908741,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.823908741,5.823908741,5,6.008773924,6.119186408,6.173925197,5.823908741,5.721246399,5.113509275,5,5,5,5,5,5.677780705,6.102372909,5.920818754,5.585026652,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.283996656,6.744727495,6.657577319,6.853871964,6.602059991,5,5.769551079,5,7.251811973,7.045757491,5,6.677780705,6.229147988,5,5,5,5,5,7.568636236,7.958607315,8.022276395,5,7.920818754,5,5,6,6.568636236,7.721246399,5.552841969,7.013228266,5.337242168,5,5,5,5,5,5.721246399,6.744727495,6.207608311,5.27572413,6.161150909,5,5,5,5,7.431798276,5,5,5,5.494850022,5,5.552841969,5,5,5,5,5,5,5,5.443697499,5,5,5.292429824,5,5,5,5.37675071,5,5,5,6.259637311,5.958607315,5.823908741,5,6.657577319,5,5,5,5,6.193820026,6.327902142,5.30980392,5.958607315,5,5,5,5,5,5,5,5,5,6.853871964,5,5,5,5,5,5,5,5,5,5,5,5,5,5.096910013,5.22184875,5,5,5.397940009,5,5,5,5,5,5,5,6.638272164,5,5
5,5,5,5,5,5,5,5,5,5,5,5.585026652,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7.091514981,5.958607315,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.187086643,5,5,5.040958608,5.431798276,5,5,5,5,5,5.920818754,5,5,5,5,5,5,5,5,6.568636236,5,5,5,5,5,5,5,5,5,5,7.387216143,8.886056648,8.431798276,8.148741651,8.055517328,8.657577319,8.387216143,8.292429824,7.387216143,5.744727495,5,5,5,5,5,5,5,5,5,5,5,5,6.494850022,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8.318758763,8.443697499,6.494850022,6.823908741,8.200659451,8.301029996,8.22184875,7.443697499,5,5,5.602059991,5,5,5,5.677780705,5,5,5,5.244125144,5,5,5,5,5,5,5,5,5,5.602059991,6.356547324,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.585026652,6.387216143,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7.958607315,8.113509275,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8.096910013,8.522878745,7.886056648,8.040958608,5,5,5,6.050609993,5.568636236,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.337242168,5,5,5,5,5,5,5,5,5,5,5,5,5,5.070581074,5,5,5,5,5,5,5,5,5.494850022,5,5,5,5.552841969,5,5,5,5.638272164,6.207608311,6.259637311,5,5,5,5,5,5,5,5,5,5,7.060480747,5,5,5,5,5,5,5,5,5.698970004,5,5
5,7.124938737,8.721246399,7.886056648,9.113509275,7.886056648,8.585026652,7.508638306,7.468521083,9.031517051,7.508638306,8.552841969,7.602059991,8,9.167491087,7.886056648,8.468521083,5,5,5,5.853871964,5,5,5,5,5,5,5.853871964,5.853871964,5,6.200659451,5,5,5.096910013,5,5.356547324,6.13076828,6.244125144,5,7.522878745,5,5,5,5.244125144,5.769551079,6.886056648,5,5,5,5,5.522878745,5.356547324,5,5,5,5,5,5.431798276,6.657577319,6.657577319,5,5.853871964,5.958607315,9.026872146,8.823908741,6.346787486,6.853871964,5.886056648,6.200659451,6.259637311,8.337242168,8.853871964,6.721246399,7.886056648,9.283996656,8.408935393,8.180456064,5,6.443697499,7.283996656,6.958607315,5.744727495,5.259637311,6.537602002,8.236572006,5.638272164,5,5,5.602059991,5.397940009,6,6.022276395,7.013228266,5,5,5.886056648,5,5,5.494850022,5,5,5,9.161150909,7.958607315,5.602059991,5,5,5,5,5,5,6.677780705,6.283996656,5.721246399,6.657577319,6.283996656,6.657577319,6.259637311,6.27572413,5.585026652,5.795880017,6.013228266,5,5.677780705,5,5.26760624,6.795880017,7.096910013,6.397940009,6.853871964,6.420216403,5.958607315,7.744727495,6.744727495,6.886056648,5,5,5,5,5,5,5,5,5,5,5,7.026872146,5.22184875,5,6.229147988,6.443697499,6.207608311,5.721246399,5.408935393,5.522878745,5.853871964,6.721246399,7.065501549,9.102372909,8.30980392,7.958607315,7.958607315,9.292429824,8.638272164,9.13076828,6.920818754,7.585026652,7.301029996,5.886056648,5,5,5,5,5.070581074,5,6.055517328,6.769551079,8.13667714,8.397940009,8.408935393,6.677780705,5,5.602059991,5,7.387216143,6.958607315,5,5.657577319,5.853871964,6.886056648,5,5,6.004364805,7.13076828,5,6.040958608,6.585026652,6.337242168,7.251811973,6.119186408,8.26760624,8.356547324,7.173925197,6.443697499,8.677780705,8.301029996,7.744727495,7,6.327902142,5.522878745,7.958607315,6.113509275,5.744727495,5,9.036212173,6.022276395,5.356547324,6.795880017,7.853871964,6.13076828,6,5.744727495,5,5.638272164,5,5,7,6.721246399,7.823908741,6.455931956,5,5,5,5,5,5,5,5,5,5.657577319,6,7.13076828,5,6.080921908,6.431798276,5.356547324,7.031517051,6.13076828,8.107905397,7.568636236,7.585026652,8.522878745,5,5,5,5.397940009,5,5,5.522878745,6.318758763,6.065501549,5.886056648,5,5,8.508638306,5,6.48148606,5,7.387216143,7.075720714,5,5.677780705,5.283996656,5,5,5,6.337242168,5.958607315,5.602059991,5,5.744727495,5,6.795880017,5,7.13667714,6.366531544,7.886056648,7.537602002,5,5,5.397940009,5,5,5,6.37675071,7.823908741,7.26760624,7.568636236,8.091514981,5,8.070581074,5,7.075720714,7.769551079,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.431798276,6.585026652,5,5,5,5,5,5,5.091514981,5,5,5,5,5,5.657577319,5.920818754,6.022276395,5.823908741,5,5,5.958607315,5.356547324,5,6.283996656,5,6.031517051,7.769551079,8.346787486,8.366531544,8.494850022,5,6.259637311,5,6.677780705,5.958607315,6.744727495,6.443697499,5.823908741,6.408935393,5.769551079,5.721246399,5,6.13667714,5,5,5,5,5,5.958607315,5,5.468521083,6.920818754,5,5,6.823908741,5.769551079,5,7.638272164,5,5,6.468521083,7.142667504,5,5,5,5,5.920818754,7.795880017,5.886056648,5.823908741,6.22184875,8.823908741,7.537602002,7.356547324,8.236572006,5,5,5.619788758,5,6.585026652,9.537602002,7.721246399,5,5,7.161150909,7.22184875,5,6.769551079,6.494850022,6.721246399,7.468521083,5,5,6.638272164,5,5.744727495,5,5,5.431798276,6.443697499,7.244125144,6.698970004,5,5,5,5,5,5,6.585026652,5.920818754,6.920818754,8.638272164,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.619788758,7.619788758,8.075720714,8.283996656,8.494850022,5.48148606,7.522878745,7.22184875,7.698970004,7.920818754,6.15490196,8.552841969,5,8.236572006,5,6,5,8.585026652,5,5,5,6.004364805,5.769551079,6.431798276,5.15490196,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.585026652,5.958607315,5,5,5,5.958607315,5,5,5,6.920818754,6.537602002,5.26760624,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7.37675071,6.920818754,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7.638272164,7.958607315,5,5,5,5,5,5,5,8.080921908,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7.013228266,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8.958607315,9.022276395,7.853871964,5,5,5,5,5,7.207608311,7.795880017,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.229147988,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6.886056648,7.301029996,7.244125144,5,5,5,5,5,5,5,5.619788758,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,6.37675071,5.537602002,6.124938737,6.236572006,6.638272164,6.301029996,6.301029996,5.920818754,6.102372909,6.420216403,5.585026652,6.060480747,6.080921908,5.886056648,6.244125144,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.27572413,5,6.657577319,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.537602002,5,5,5,5,5,5,5,5,5,5.886056648,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.638272164,5,6.013228266,5.552841969,5.744727495,9.602059991,9.958607315,10,9.721246399,9.853871964,9.920818754,9.920818754,9.698970004,8.958607315,9.638272164,9.853871964,9.214670165,5,5,5,5,5,5,6.468521083,5,5,5,5,5,5,5.508638306,8.301029996,5.346787486,8.200659451,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.744727495,5.853871964,5,5,5.207608311,5,5,5.853871964,5,7.102372909,5,5,5,5,5,5,5.657577319,5,5,5,6.443697499,5,5,5,5,5,5,5,5,5,6.619788758,5,5,5,5,5,5,5,5,5.677780705,5.698970004,5,5,5,5,5,5,5,5,5,5,6.244125144,5,5,5,5.366531544,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.886056648,5,5,5,5.657577319,5.22184875,5.585026652,5,5,5.744727495,5.795880017,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.886056648,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.886056648,6.327902142,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.568636236,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.508638306,5,5.318758763,5,5,5,5,5.431798276,5,5,5.552841969,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.508638306,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5.27572413,5.795880017,5,5.229147988,5.602059991,6.050609993,5.920818754,5.769551079,5.721246399,5.508638306,5.920818754,5,5,5.795880017,5.468521083,5.823908741,5,5.721246399,5,5.508638306,5.619788758,5.346787486,5,5,5,5,5,6.173925197,5,5,5,5,5,5,5,5,5,5.455931956,5,5,5,6.346787486,5,5,5,5,5,5,5,5,5,5,5,5.769551079,5.327902142,5.795880017,5.585026652,5.494850022,7.102372909,6.366531544,5,5,5,6.366531544,7.244125144,6.259637311,6.387216143,8.045757491,8.48148606,6.958607315,7.638272164,6.920818754,8.193820026,5,5,5,8.148741651,5,5,6.958607315,5.769551079,5.657577319,5.795880017,5,5.552841969,5,5.508638306,5.619788758,5,5,5.920818754,5,5,5,5,5,5,5,5,5.677780705,5,5.958607315,5,5,5,6.187086643,5,5.387216143,5.721246399,7.113509275,7.075720714,5,5.431798276,5.920818754,6.283996656,5.397940009,5.638272164,5.657577319,5.522878745,5.769551079,6.124938737,5.920818754,5.853871964,5.795880017,6.060480747,5.638272164,5.602059991,5.48148606,5,5.455931956,5,5,5,5.823908741,5,5,5,5,5,5.036212173,5.301029996,5,5,5,5,6.207608311,6.48148606,5,5,5,5,5,5,5,5,5,5,5,5,5.301029996,5.494850022,5.337242168,5,5.187086643,5,5,5.920818754,5,6.431798276,5,6.187086643,5,6.008773924,5.886056648,6.13667714,5,5.167491087,5.37675071,5.366531544,5.698970004,5.48148606,5,9.161150909,5,5,5,5.508638306,5,5,6.26760624,5,5.823908741,5,5,5,5.259637311,5.795880017,5.795880017,5,5.259637311,5,5.055517328,5.045757491,5.337242168,5,5,5,5,5,5,5,5,5,5,5,6,5.698970004,5.657577319,5,5,7.552841969,5,5,5.214670165,5.004364805,5,7.050609993,5.346787486,5,5,5,5,5,5,5,5,5,5,5,5.920818754,5.638272164,6.744727495,5,5,5.167491087,5,5,5,5.886056648,5,5,5.494850022,5,5.244125144,5.283996656,5,5.022276395,5.48148606,5,5,5.026872146,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6.356547324,6.318758763,5.958607315,5.229147988,5,5,5,5.48148606,6.48148606,6.958607315,5.657577319,5.537602002,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6.251811973,6.113509275,6.22184875,5,5.585026652,5,6.060480747,5,5,5,5.455931956,5,5,5,5,5,5.075720714,6.229147988,6.420216403,6.455931956,5,6.455931956,6.283996656,5.958607315,6.769551079,5,5,5.283996656,5,5,5.508638306,5,5,5,5,5,5,5,5,5,5,5,5,5.37675071,5.920818754,5.823908741,5,5.886056648,5,5,5,5.638272164,6.142667504,6,5.366531544,5.823908741,5.677780705,6.096910013,5.431798276,5,5,5,5,5,5,5.853871964,5,5,5.853871964,5,5,5,5,5.769551079,6.346787486,5,5,5,5.537602002,6.853871964,6.602059991,7.004364805,6.327902142,5,5,5,5.251811973,5,5,5,5,5,5,5,7.259637311,5,5,5,5,5,5,5,6.744727495,7.455931956,5,5,6.327902142,5,5,7.200659451,5,5,5.259637311,5,5,5,5,5,5,5
5.920818754,7.200659451,5.585026652,6.096910013,6.080921908,6.48148606,7.698970004,7.638272164,7.443697499,6.537602002,6.698970004,8.443697499,8.823908741,6.638272164,7.075720714,7.443697499,7.15490196,5,5,5,5.283996656,5,5,5,5,5,5,5,5,5,5.443697499,5,5,5,7.142667504,7.958607315,8.886056648,6.37675071,6,5.508638306,5,5.537602002,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.853871964,5.823908741,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6.27572413,5,5,5,5,5,5,5,5,5,7.677780705,5.958607315,5,5,5,5,5,5,5,5,5.552841969,5,5,5,5,5,5,5,6.468521083,5.27572413,5.769551079,5,5,5,5,5,5,5,5,5,5.638272164,5.207608311,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6.443697499,5,5,5,5,5,5,5,5,5,5,5,5,5,6.420216403,6.958607315,6.677780705,6.677780705,5,5.744727495,8.236572006,7.37675071,6.48148606,6.568636236,6.602059991,7.508638306,6.698970004,5.619788758,6.769551079,5,5,5.568636236,5,5,5.638272164,5,5,5,5,5,5,5,5,6.48148606,5.823908741,5,5,5,5,5,5,5,5.508638306,5,5,5.920818754,5,5,5.48148606,5.508638306,5.408935393,5,5.958607315,8.494850022,5.744727495,5.37675071,5.886056648,8.769551079,9.30980392,8.853871964,8.455931956,5,5,5.568636236,5,5,5,5.920818754,6.036212173,6.004364805,5,5,5,5,5,5,5,5.552841969,5.251811973,5.886056648,5.920818754,6.455931956,6.259637311,5,5,5,5,5,5,5,5.568636236,5.585026652,5,5,6.853871964,5,5,5.494850022,6.086186148,5.958607315,6.004364805,6.251811973,5,5,5,5.769551079,5.522878745,5,5,5,5.318758763,5.853871964,5,5.657577319,5,5,5,5,5,5.886056648,5,5.721246399,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.346787486,5,5,5.27572413,5,5,9.292429824,9.244125144,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.568636236,5,5,5,5,7.795880017,5,5,5,5,5,5,5,5,5,5,5.13076828,5,5,5,5,5,6.920818754,7,5.886056648,5.795880017,5.920818754,5,6,5.602059991,5.004364805,5.853871964,5,5,5,5.494850022,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.677780705,5,6,5.886056648,5,5,5,5.744727495,5,5.638272164,6.431798276,5,5,5,5,5,5,5,5,5,5,5,5.366531544,5,5,7.013228266,6.508638306,5,5,6.744727495,6.795880017,5.22184875,5,5.744727495,5,5,5,5,5.408935393,5.619788758,5.443697499,5,5,5,5.004364805,6.173925197,8.229147988,5,5,5,5,5,5,5.568636236,5,6.568636236,5.585026652,5
5.552841969,5.229147988,5,5,5,5.619788758,5.698970004,5.585026652,5,5,5,5,5,5,5,5.455931956,5,5,5,5,5,5,5,5,5,5,5,6.795880017,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.26760624,5,5.886056648,5.37675071,5.619788758,5.920818754,5,7.657577319,7.638272164,5,5,5,5,5,5,5,5,5.721246399,5,5.455931956,5,5,5,5,5,5,5,5.113509275,5.283996656,6.026872146,6.337242168,6.200659451,5,5,5,5.508638306,5,5.823908741,6.420216403,5.346787486,5.244125144,5.619788758,5,5,5,6.26760624,6.031517051,6.886056648,5.229147988,5,5,5,5,5,5.537602002,5,5,5,5,5,5,5.657577319,5.721246399,6.200659451,5.886056648,5.958607315,5.200659451,5.318758763,5.886056648,6.619788758,5.568636236,5.27572413,6.443697499,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.494850022,5,5,6.823908741,5,5.721246399,5,5,5,5,5,5,5,5,5,5.522878745,5,5,5,5,5,5,5,6.744727495,5,5,5,6.070581074,5,5,5,5.387216143,5.537602002,5.443697499,5.698970004,5,5.013228266,5,5,5,5,5,5,5,5.721246399,5,5.677780705,5,5,5,5,5,5,5,5.958607315,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.30980392,5,5,5.920818754,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.508638306,5.619788758,5,5,5.795880017,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7.013228266,5,5,5.200659451,5.455931956,5,5,5,5,5.698970004,6.142667504,5,5,5,5.214670165,5,6.113509275,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.795880017,5,5,5,5,5,5,5,5,5,5,5,5,5,5.119186408,5,5,5,5,5,5,5,5,6.958607315,5,5,5,5,5,5,9.721246399,9.091514981,8.397940009,5,5,5,5,5,5,6.494850022,6.292429824,6.455931956,5,5,6.337242168,5,5,6.508638306,5,5,5,5,5,5,5.657577319,5,5.356547324,5,5,5,5,5,5,5,5,7.920818754,5,6.568636236,5.26760624,5,5,5,6.15490196,5,5.886056648,5,5,5,5,5,5,5.387216143,5,5,5,5,5,5,5,5.958607315,5.958607315,5,5,5,5.327902142,5,5,5,5.769551079,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.602059991,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6.318758763,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6.37675071,6.408935393,6.096910013,5,5,5,5,5,5,6.167491087,5,5.721246399,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.769551079,5,5,5,5,5,5,5,5,5,5.677780705,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.366531544,5,6.207608311,5.346787486,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.091514981,5,5,5,5,5.769551079,6.886056648,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.408935393,5.244125144,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6.15490196,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6.050609993,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.619788758,5,5,5,5,5,5,5,5,5,5.337242168,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.638272164,5,5,5,5.48148606,5,5,5,5,5.173925197,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.187086643,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.698970004,5,5,5,5,5,5,5,5,5,5,5,5,5,6.585026652,5,5
5.522878745,5.017728767,5.420216403,5.337242168,5.853871964,5.638272164,5.920818754,5,5.657577319,6.065501549,5.167491087,5.958607315,5.318758763,5.420216403,5.823908741,5.259637311,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.823908741,5,5,5,6.397940009,8.337242168,8.356547324,6.408935393,5,5.823908741,5,5,5,5,5,5,5,5,5,5.920818754,5,5,5,5,5,5,5,5,5,5,5,5.920818754,6,5.958607315,5,5,5,5,5,5,5.207608311,5,5,5,5.920818754,5,5,5,5.853871964,5.244125144,5,5,5,5,5.853871964,5.420216403,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.744727495,5.180456064,5,5,5,5,5,5,5,5,6.346787486,5,6.920818754,6.769551079,5.537602002,5.055517328,5.455931956,6.008773924,5,6.292429824,5.283996656,5.823908741,5.823908741,5,5,5,5,5,5,5,5,5,5,5,5,7.301029996,5.366531544,5,6.327902142,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6.958607315,8.086186148,6.677780705,6.173925197,6.853871964,8.408935393,7.366531544,6.886056648,5.537602002,5,5,5,5,5,5,5,5,5,5.408935393,5,5.431798276,5.602059991,7.013228266,5,5,5,5,5,5,5,5,5,5,5.102372909,5,5,5,5,5,5,5,5,5,7.769551079,6.22184875,5.537602002,5.337242168,7.468521083,7.823908741,8.102372909,6.318758763,5,5,6.420216403,5,5,5,5.552841969,5,5,5.494850022,5.795880017,5,5,5,5,5,5,5,5,5,5,6.795880017,5,5,5,5,5,5,5,5.721246399,5.37675071,5,5,8.552841969,5,5,5,5,5,5.244125144,5,5,5,5.920818754,5,5,5,5,5,5,5,5,5,5,5,5,5.823908741,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.200659451,5,5,7.420216403,7.387216143,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.327902142,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7.096910013,6.920818754,6.853871964,6.619788758,5,5,5,5,5.744727495,5,5.522878745,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.552841969,5,5,5,5,5,5,5,5,5,5.102372909,5,5,5,5,5,5,5.337242168,5,5,6.187086643,5,5,5,5,5,5,5,5,6.455931956,5.721246399,5,5,5.070581074,5,5,5,5,5,5,5,5,5.070581074,5,5,5,5,5,5,5,6.301029996,5,5,5,5,5,5,5.420216403,5,5.619788758,5.769551079,5
